"OBJECTID","ID_0","ISO","NAME_0","OBJECTID_1","ISO3","NAME_ENGLISH","NAME_ISO","NAME_FAO","NAME_LOCAL","NAME_OBSOLETE","NAME_VARIANTS","NAME_NONLATIN","NAME_FRENCH","NAME_SPANISH","NAME_RUSSIAN","NAME_ARABIC","NAME_CHINESE","WASPARTOF","CONTAINS","SOVEREIGN","ISO2","WWW","FIPS","ISON","VALIDFR","VALIDTO","POP2000","SQKM","POPSQKM","UNREGION1","UNREGION2","DEVELOPING","CIS","Transition","OECD","WBREGION","WBINCOME","WBDEBT","WBOTHER","CEEAC","CEMAC","CEPLG","COMESA","EAC","ECOWAS","IGAD","IOC","MRU","SACU","UEMOA","UMA","PALOP","PARTA","CACM","EurAsEC","Agadir","SAARC","ASEAN","NAFTA","GCC","CSN","CARICOM","EU","CAN","ACP","Landlocked","AOSIS","SIDS","Islands","LDC"
1,15,"AUS","Australia",15,"AUS","Australia","AUSTRALIA","Australia","Australia",NA,NA,NA,"Australie ","Australia ","<U+0410><U+0432><U+0441><U+0442><U+0440><U+0430><U+043B><U+0438><U+044F> ","<U+0623><U+0633><U+062A><U+0631><U+0627><U+0644><U+064A><U+0627>","<U+6FB3><U+5927><U+5229><U+4E9A> ",NA,NA,"Australia","AU",NA,"AS",36,"19010101","Present",19137645,7706142,2.48342750496941,"Australia and New Zealand","Oceania",2,NA,NA,1,NA,"High income: OECD","Debt not classified",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
